address,area,book_table,can_order_via_zomato,cost_for_two,cuisine,delivery_reviews,dining_reviews,discount,featured_in,has_menu_available,location,min_amnt_for_discount,rating,res_link,rest_name,rest_type,review_rating,reviews
" Building 23, Satkar Hotel Lane, Masjid Station Road, Near Zakaria Masjid, Mohammad Ali Road, Mumbai",Mohammad Ali Road,0,Yes,"Rs. 1,100","Chinese,, ,Mughlai,, ,North Indian",894,1771,15,Up to 40% OFF,1,,,"4.3,2.9",https://www.zomato.com/mumbai/faham-restaurant-lounge-mohammad-ali-road,"Faham Restaurant & Lounge
                                    ",Casual Dining,"5.0,1.0,1.0,1.0,5.0","I ordered mutton kadahi for late night party dinner a few days ago, from this place I would not have eaten such mutton kadai till date, sent it by making mutton kadahi in red gravy and there was no taste but just cooked the mutton well Was, there was nothing left, I don't want anyone to order food from here, these people are just making senseless,,Never ever order from this restaurant... they charge for sizzler and send chinese chilly chicken.. heights of fooling the customers... disgusted with such cheap business tactics..,Prompt delivery even in this lockdown period...amazing taste ...satisfies your Chinese cravings to the T!!"
" Devji Sadan, Near Post Office, Bhandarkar Road, Matunga CR, Matunga East, Mumbai",Matunga East,0,No,Rs. 200,"Desserts,, ,Bakery",,94,,,1,,,3.7,https://www.zomato.com/mumbai/vintage-creams-matunga-east,"Vintage Creams
                                    ",Dessert Parlor,"5.0,5.0,5.0,5.0,5.0","I have been taking cakes from since it is started jain cake shop n then another name n now vintage...soft mouth melting best and my all time fav cake shop.,They make amazing customised cakes, just like how u wanted it, the cake base (sponge) is so soft, they are Jain Bakers, hence a you will find the amazing eggless cakes,by far the best cakes and pastries we have eaten..and that too all without eggs.. we always order our birthday cakes from this place..but price is on the higher side,One of the best cake shop!! ,Their cakes & pastries are always fresh and so soft that it just melts in your mouth. This is only restaurant we order our cakes from, let it be a bday or any party this is fav place.,Taste - 5/5,Quality - 5/5,Value for money - 5/5 ,Five stars 🌟,The cakes look extremely delicious and the soft and perfectly baked adds amazing taste to the dessert ❤️"
" B 12, Ghanshyam Chamber, Veera Industrial Estate, Link Road, Andheri Lokhandwala, Andheri West, Mumbai","Andheri Lokhandwala, Andheri West",0,Yes,"Rs. 2,000","Mughlai,, ,Fast Food,, ,North Indian",,39,,,1,,,3.8,https://www.zomato.com/mumbai/retox-andheri-lokhandwala,"Retox
                                    ",Pub,"5.0,5.0,5.0,4.0,5.0",
" R175/8, Street 8, Ramesh Park, Laxmi Nagar, New Delhi",Laxmi Nagar,0,Yes,Rs. 300,Pizza,52,36,10,,1,,,"3.6,3.9",https://www.zomato.com/ncr/khalifa-pizza-cafe-laxmi-nagar-new-delhi,"Khalifa Pizza Cafe
                                    ",Quick Bites,"5.0,5.0,5.0,4.0,5.0","Good place ,Yummy pizza good place "
" Shivlal Motilal Mansion, Bellasis Road, Mumbai Central Junction, Mumbai Central, Mumbai",Mumbai Central,0,Yes,Rs. 800,"North Indian,, ,Chinese,, ,South Indian,, ,Street Food,, ,Beverages","1,298",140,10,,1,,,"3.3,3.8",https://www.zomato.com/mumbai/anna-leela-veg-wonders-mumbai-central,"Anna Leela Veg Wonders
                                    ",Casual Dining,"2.0,1.0,5.0,5.0,5.0","Taste & quantity both left a lot to be desired.... Especially the quantity.... The least I’ve ever received compared to any other restaurant.... ,The day before yesterday I have ordered food from here and it was fabulous and tasty😋 ....,➡I ordered ,👉Paneer Kolhapuri ,👉Chapati ,The food was hot when delivered🔥and also spicy.....,The delivery services were too good and quick🕑....,Totally Recommended💯....,One of the best restaurant in town which serves a variety North Indian and South India food.,I often visit them or order food from them,I loved their south Indian food variety.,Highly recommended 👍,I ordered from here for my dinner....😋,It was amazing😍,➡️I ordered,👉Paneer kohlapuri ,👉Chapati,It was really very very delicious...🤤spicy and flavorful...chapati was also soft...😋good delievry services...👍🏻it was safe and quick ...🕗packing was also good..the oil did not spilled out...🤟totally recommended...🤟Must try💯"
" B11, 2, BMC Shopping Centre, M.G. Road, Mitha Nagar, Goregaon West, Mumbai",Goregaon West,0,Yes,Rs. 600,"Chinese,, ,Maharashtrian","1,852",223,,,1,,,"3.9,4.2",https://www.zomato.com/mumbai/golden-dragon-chinese-point-goregaon-west,"Golden Dragon Chinese Point
                                    ",Casual Dining,"1.0,4.0,4.0,4.0,1.0",
" Gala 5, Gilbert Compound, Opposite St. Anthony Church, Kachra Gali, Kherani Road, Sakinaka, Mumbai",Sakinaka,0,Yes,Rs. 250,"North Indian,, ,Chinese",193,89,,,1,,,"3.7,2.3",https://www.zomato.com/mumbai/pure-veg-thali-sakinaka,"Pure Veg Thali
                                    ",Quick Bites,"1.0,4.0,5.0,5.0,5.0","Recently during lockdown ordered dal khichdi which was classy and tasty.,Quantity is good as per the price.,Rates are quite reasonable... ,One the best to have delicious😋 and mouthwatering thails... While browsing on zomato found this place intresting so order from here....,Delivery was spot on time... Packaging was neat and clean... Quantity serves was good portion... Quality is great... ,I had tried ,PVT Thali was so good 👍 .....thali serves was so yummy and mouthwatering.... Thali contains with lots of varieties like Gravy, dry veg, paneer sabji, dal, jeera rice, chapati papad, gulab jamun and chaas.... The complete 👌💯 meal in just 299 rs.... ,Very pocket friendly... Highly recommend,Pure veg thali super place 🤘,Serves Delicious😋 thalis ever....I love the thali ,so order from here.... Delivery was on time ... Packaging was great 🤘...,I had Tried -,Premium thali was so Tasty 😋 and yummmyy...l love thier taste... Thev gravy ,dal ,pickle , papad salad and gulab jamun was so yummy...😋,Pure veg thali ...vegan lovers mut try out this place ..Serves an Delicious and Mouthwatering dishes at your doorstep.... Order it from here ... Delivery was prompt... packaging was nice and neat... quality and quantity is superb....,Order a,Delux thali was so yumm and pocket Friendly...this thali is consists with gravy,dry veggies ,Dal ,rice ,papad ,salad and gulab jamun....,Must try..."
" 12B, Choudhary Market, Near Vishal Mega Mart, Sector-76 Metro Station, Sector 72, Noida","Sector 72, Noida",0,Yes,Rs. 350,North Indian,245,,,,1,,,3.8,https://www.zomato.com/ncr/combos@99-sector-72-noida,"Combos@99
                                    ",North Indian,"5.0,5.0,5.0,5.0,5.0","This outlet is famous for its tasty and delicious food.,Ordered super tasty fry matar paneer,chaap lababdar and tandoori roti.,Matae paneer paneer looked very tempting and tasted just awesome .chaap was nicely made with each grain separated from each other.Roti was nicely cooked with all buttery.,Overall nice place to order your meal.,A hidden restaurant with Wonderful quality of food.Delivery was on time ,portions size is huge with fabulous food.,I ordered paneer dhaniya adraki,breads,I must say they serves the best food.Both the items was tasty.,paneer dhaniya adraki was good .Piece of paneer was soft and easy to chew.It was perfectly cooked,nice flavour and observed as fresh,Would order again in future,This place for its authentic north Indian food.They serve one of the best food.Well i had a delivery from this outlet and ordered paneer lababdar,dal makhani and naan., paneer lababdar was very yummy with thick gravy and capsicum and different types of veggies on it.Piece of paneer was very good and melted on my mouth in a single bite.,Dal makhani was too good and with a cream on top of it made it. More yummy..,Naan was crispy and was good.,Overall it was a good experience.,We can order North Indian Cuisine over here. It's a delivery type of restaurant. Menu is elaborate. There's a great variety in the main course and the Starters. I ordered Chicken Tikka and Tanddori Roti. Food tastes good. Good quality as well as quantity of the food. Staff and the service is great. Food is delivered on time and in a proper manner. It's a pocket friendly place.,Yesterday  Dal chaval from here. The food was delicious. Quality and quantity both are very high. Really impressed. Delivery service was very fast"
" Shop 37, Block C, Pocket 2, Sector 11, Rohini, New Delhi",Rohini,0,Yes,Rs. 300,"Mithai,, ,Fast Food,, ,Street Food",288,,10,,1,,,3.9,https://www.zomato.com/ncr/bansi-wala-2-rohini-new-delhi,"Bansi Wala
                                    ",Sweet Shop,"5.0,5.0,5.0,5.0,4.0","Its sweet is so delicious and fresh. Must try jalebi.,They have Amazing sweets available with lots of variety and daily milk products like milk, paneer, ghee, curd,Snacks are also available 😍 like pizza, gol gappa, paw bhaji, samosa, dahi bada, bread pakora, kachori, jalebi......,They have waffers, namakpare, juices, pepsi, cold drink, gujrati thepla 😍😍😍😍 gulab jamun, malpua, halwa.....,Lajawab gulab jamun at bansi wala Rohini sec 13. Delicious taste and dipped in chasni added more sugar and rose flavor in it.Gulab jamun is all time love😍😘. Must try Gulab jamun 😇,Best place for sweets and snacks,Good quality of food and taste,All variety of food available,Very fresh and very tasty"
" Shop 12 & 15, Opposite Bahar Cinema, Near Andheri East Station, Mumbai",Near Andheri East Station,0,Yes,Rs. 550,"North Indian,, ,Chinese,, ,South Indian,, ,Maharashtrian,, ,Fast Food,, ,Street Food,, ,Beverages",289,336,,,1,,,"3.4,3.9",https://www.zomato.com/mumbai/sagar-veg-restaurant-1-near-andheri-east-station,"Sagar Veg Restaurant
                                    ",Casual Dining,"5.0,3.0,3.0,5.0,4.0","Amazing food available here must oder food from here in this lockdown,Family dining place and also good for large groups. Their South Indian dishes are mouthwatering, so must try them. Here, Chinese cuisine is not that good. ,Its a pure restaurant for all Vegetarian lovers.,I thought of having desserts so I visited this place long back.,I had sizzling brownie with vanilla icecream which was tasty.,I also had chocolate icecream which satisfied my dessert craving."
" 2509, Ground Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,0,No,Rs. 350,"Ice Cream,, ,Desserts,, ,Beverages,, ,Fast Food","1,285",577,,,1,,,"4.2,4.1",https://www.zomato.com/ncr/raw-creams-delhi-university-gtb-nagar-new-delhi,"Raw Creams
                                    ",Dessert Parlor,"4.0,3.0,5.0,5.0,5.0","Long time back I was chilling out with my friends at @rawcreams, in Hudson lane so we tried this Shake over there. I was quite impressed with the presentation but it was not so good in taste could be much better. Even They serve varieties of ice cream rolls and waffles too. Ice cream rolls were really Good 👍 If I talk about the ambience of the place i.e quite Good, Board Games are there u can sit enjoy with ur friends. Don't forget to try this place out once.❤️,.,.,#lifeinabag_15,I you want delicious icecream option than you must go to raw creams. They have a huge variety of icecream and love their fries. Their cheesy fries are really good. I will recomed this place as 3.5* out of 5.,Thanks.,Amazing flavors amazing place.,Ordered there chocolate brownie icecream roll loved there service and would surely visit again and recommend others ,I tried this fruit cream with lots of fruits in it and was so satisfying that sometimes you can skip the desert and have it also and i tried there ice cream rolls too which which was also must try also you can go with your squad and play jhenga also there"
" Shop 28, Huda Market, Sector 15A, Near Sector 15, Faridabad","Sector 15, Faridabad",0,Yes,Rs. 350,Momos,391,,10,,1,,,3.5,https://www.zomato.com/ncr/momogasm-1-sector-15-faridabad,"Momogasm
                                    ",Momos,"1.0,4.0,4.0,5.0,1.0",
" B 595-596, Shivaji College Road, Raghubir Nagar, Rajouri Garden, New Delhi",Rajouri Garden,0,No,Rs. 500,North Indian,,176,,,1,,,3.9,https://www.zomato.com/ncr/tite-da-dhaba-rajouri-garden-new-delhi,"Tite Da Dhaba
                                    ",Dhaba,"5.0,1.0,3.0,5.0,5.0",
" 2nd Floor, Gardens Galleria, Sector 38, Noida","Gardens Galleria, Sector 38 Noida",1,Yes,"Rs. 2,000","North Indian,, ,Continental,, ,Chinese,, ,Italian,, ,Finger Food,, ,Momos",68,2441,,New on Gold,1,,,"4.4,3.8",https://www.zomato.com/ncr/time-machine-sector-38-noida,"Time Machine
                                    ",Lounge,"5.0,5.0,5.0,5.0,4.0","I just love their time machine's special pizza and white sauce pasta pasta. Everytime me and my friends crave for pizza we go there 😋😋,Loved the food, was less crowded  Beacuse of the week days. Instant service. Staff behavior was good and polite. Amazing ambience and music. Drinks was good my favourite was bloody marry.,Best place to party. Amazing ambience! The veg platter was a steal deal. The music was great. A good place to go with group. Drinks were amazing"
" Kadipur Chowk, Pataudi Road, Sector 10, Near Sector 37, Gurgaon","Sector 37, Gurgaon",0,Yes,Rs. 300,"Mithai,, ,Street Food,, ,Fast Food,, ,South Indian","1,483",37,,,1,,,"3.6,3.9",https://www.zomato.com/ncr/samrat-sweets-sector-37-gurgaon,"Samrat Sweets
                                    ",Sweet Shop,"4.0,1.0,3.0,1.0,5.0","Good place for sweets,Ordered South Indian platter. The sambhar was tasteless and really terrible. Wouldn't recommended ordering it.,I had ordered Kesar Gujia, Rs.460/kg. They delivered plan gujia with stuffing of suji, which will cost max Rs.250/kg. I just called to the shop to know what is the stuffing in Kesar Gujia, they said khoya and dry fruits. There is not a single dry fruit in it, only suji stuffing. You can see the pics. Very very disappointing......"
